id,created_at,changed_at,user,batch,credits,state,type
21147,2024-08-02 10:26:26.284855+00:00,2024-08-08 19:22:30.644074+00:00,STUD75797,241,525,PAID,MONEY
21146,2024-08-02 10:12:10.484245+00:00,2024-08-08 19:22:30.723228+00:00,STUD51574,241,508,PAID,MONEY
21145,2024-08-02 07:02:12.977649+00:00,2024-08-08 19:22:30.800659+00:00,STUD56265,241,503,PAID,MONEY
21144,2024-08-02 06:54:09.142778+00:00,2024-08-08 19:22:30.875631+00:00,STUD38406,241,2230,PAID,MONEY
21143,2024-08-02 06:12:48.787426+00:00,2024-08-08 19:22:30.954292+00:00,STUD90756,241,534,PAID,MONEY
21142,2024-08-02 04:33:47.328768+00:00,2024-08-08 19:11:03.218819+00:00,STUD14514,None,0,CANCELLED,MONEY
21141,2024-08-01 21:33:52.380517+00:00,2024-08-08 19:22:31.030221+00:00,STUD19688,241,582,PAID,MONEY
21140,2024-08-01 21:08:32.934832+00:00,2024-08-08 19:22:31.178479+00:00,STUD76544,241,500,PAID,MONEY
21139,2024-08-01 19:26:11.029415+00:00,2024-08-08 19:22:31.254211+00:00,STUD69075,241,501,PAID,MONEY
21138,2024-08-01 19:12:53.753062+00:00,2024-08-08 19:22:31.331057+00:00,STUD93310,241,500,PAID,MONEY
21137,2024-08-01 18:56:23.584709+00:00,2024-08-08 19:07:27.673907+00:00,STUD80999,None,0,CANCELLED,MONEY
21136,2024-08-01 18:54:17.726160+00:00,2024-08-08 19:22:31.404345+00:00,STUD65416,241,6503,PAID,MONEY
21135,2024-08-01 18:32:39.631295+00:00,2024-08-08 19:22:31.485167+00:00,STUD17291,241,663,PAID,MONEY
21134,2024-08-01 17:49:45.791426+00:00,2024-08-08 19:22:31.560655+00:00,STUD66594,241,505,PAID,MONEY
21133,2024-08-01 17:41:32.035807+00:00,2024-08-08 19:22:31.638207+00:00,STUD30584,241,517,PAID,MONEY
21132,2024-08-01 17:41:25.262459+00:00,2024-08-08 19:22:31.720780+00:00,STUD74449,241,504,PAID,MONEY
21131,2024-08-01 17:39:58.874286+00:00,2024-08-08 19:22:31.801180+00:00,STUD34552,241,537,PAID,MONEY
21130,2024-08-01 17:32:52.506840+00:00,2024-08-08 19:12:04.424909+00:00,STUD24353,None,0,CANCELLED,MONEY
21129,2024-08-01 17:14:48.179211+00:00,2024-08-08 19:10:16.927746+00:00,STUD53975,None,0,CANCELLED,MONEY
21128,2024-08-01 17:07:48.665391+00:00,2024-08-08 19:22:31.877544+00:00,STUD74290,241,506,PAID,MONEY
21127,2024-08-01 17:00:46.918807+00:00,2024-08-08 19:08:31.365261+00:00,STUD58516,None,0,CANCELLED,MONEY
21126,2024-08-01 16:38:40.398583+00:00,2024-08-08 19:22:31.978919+00:00,STUD11877,241,837,PAID,MONEY
21125,2024-08-01 16:22:20.255177+00:00,2024-08-08 19:22:32.056852+00:00,STUD44793,241,500,PAID,MONEY
21124,2024-08-01 15:32:18.530936+00:00,2024-08-08 19:22:32.134653+00:00,STUD29553,241,564,PAID,MONEY
21123,2024-08-01 15:10:52.659309+00:00,2024-08-08 19:22:32.212150+00:00,STUD16258,241,630,PAID,MONEY
21122,2024-08-01 15:00:06.150562+00:00,2024-08-08 19:22:32.288390+00:00,STUD19452,241,646,PAID,MONEY
21121,2024-08-01 15:00:06.073054+00:00,2024-08-08 19:22:32.362620+00:00,STUD71661,241,707,PAID,MONEY
21120,2024-08-01 14:48:33.967164+00:00,2024-08-08 19:22:32.446072+00:00,STUD13280,241,504,PAID,MONEY
21119,2024-08-01 14:33:18.684510+00:00,2024-08-08 19:22:32.522177+00:00,STUD85669,241,506,PAID,MONEY
21118,2024-08-01 14:11:39.702712+00:00,2024-08-01 14:17:42.112221+00:00,STUD41817,240,577,PAID,MONEY
21117,2024-08-01 14:08:59.039774+00:00,2024-08-01 14:17:42.204401+00:00,STUD89,240,504,PAID,MONEY
21116,2024-08-01 13:53:50.829149+00:00,2024-08-01 14:05:34.556714+00:00,STUD1480,None,0,CANCELLED,MONEY
21115,2024-08-01 13:45:24.743028+00:00,2024-08-01 14:17:42.285694+00:00,STUD15596,240,2705,PAID,MONEY
21114,2024-08-01 13:38:34.547182+00:00,2024-08-01 14:17:42.368794+00:00,STUD13758,240,504,PAID,MONEY
21113,2024-08-01 12:48:10.865902+00:00,2024-08-01 14:17:42.459454+00:00,STUD57733,240,524,PAID,MONEY
21112,2024-08-01 12:38:46.879938+00:00,2024-08-01 14:17:42.542666+00:00,STUD65767,240,500,PAID,MONEY
21111,2024-08-01 12:20:23.511315+00:00,2024-08-01 14:17:42.650588+00:00,STUD72166,240,503,PAID,MONEY
21110,2024-08-01 12:08:37.984269+00:00,2024-08-01 14:17:42.749795+00:00,STUD18475,240,510,PAID,MONEY
21109,2024-08-01 11:52:03.455189+00:00,2024-08-01 14:17:42.837114+00:00,STUD54437,240,501,PAID,MONEY
21108,2024-08-01 11:50:30.672430+00:00,2024-08-01 14:02:30.652430+00:00,STUD74533,None,0,CANCELLED,MONEY
21107,2024-08-01 11:38:51.898546+00:00,2024-08-01 14:17:42.934151+00:00,STUD8980,240,555,PAID,MONEY
21106,2024-08-01 11:20:25.784308+00:00,2024-08-01 14:17:43.025333+00:00,STUD71278,240,503,PAID,MONEY
21105,2024-08-01 11:01:35.201051+00:00,2024-08-01 14:17:43.110668+00:00,STUD95981,240,513,PAID,MONEY
21104,2024-08-01 10:46:23.267416+00:00,2024-08-01 14:17:43.188131+00:00,STUD29165,240,2402,PAID,MONEY
21103,2024-08-01 10:06:05.834256+00:00,2024-08-01 14:17:43.273423+00:00,STUD58940,240,504,PAID,MONEY
21102,2024-08-01 09:27:43.456933+00:00,2024-08-01 14:17:43.352688+00:00,STUD50279,240,504,PAID,MONEY
21101,2024-08-01 09:21:13.030356+00:00,2024-08-01 14:17:43.430530+00:00,STUD8888,240,516,PAID,MONEY
21100,2024-08-01 09:09:45.451198+00:00,2024-08-01 14:17:43.512348+00:00,STUD35230,240,503,PAID,MONEY
21099,2024-08-01 09:08:05.828946+00:00,2024-08-01 14:17:43.619327+00:00,STUD18514,240,503,PAID,MONEY
21098,2024-08-01 07:36:45.424751+00:00,2024-08-01 14:17:43.711165+00:00,STUD70092,240,748,PAID,MONEY
21097,2024-08-01 07:01:48.647745+00:00,2024-08-01 14:02:42.866454+00:00,STUD19688,None,0,CANCELLED,MONEY
21096,2024-08-01 06:21:16.571172+00:00,2024-08-01 13:51:08.810771+00:00,STUD52253,None,0,CANCELLED,MONEY
21095,2024-08-01 06:10:08.908318+00:00,2024-08-01 14:17:43.790557+00:00,STUD53180,240,501,PAID,MONEY
21094,2024-08-01 03:17:12.597917+00:00,2024-08-01 14:17:43.885255+00:00,STUD87858,240,505,PAID,MONEY
21093,2024-07-31 21:29:55.673857+00:00,2024-08-01 14:17:43.966025+00:00,STUD57709,240,543,PAID,MONEY
21092,2024-07-31 20:19:57.946415+00:00,2024-08-01 14:17:44.052909+00:00,STUD1356,240,506,PAID,MONEY
21091,2024-07-31 20:13:48.273217+00:00,2024-08-01 14:17:44.130315+00:00,STUD25387,240,505,PAID,MONEY
21090,2024-07-31 19:19:13.175749+00:00,2024-08-01 14:17:44.228240+00:00,STUD57641,240,504,PAID,MONEY
21089,2024-07-31 18:22:15.540213+00:00,2024-08-01 14:17:44.312381+00:00,STUD53763,240,500,PAID,MONEY
21088,2024-07-31 18:09:52.010200+00:00,2024-08-01 13:55:58.688289+00:00,STUD29942,None,0,CANCELLED,MONEY
21087,2024-07-31 18:08:08.759299+00:00,2024-08-01 14:17:44.403457+00:00,STUD98733,240,501,PAID,MONEY
21086,2024-07-31 18:02:49.247527+00:00,2024-08-01 14:17:44.483907+00:00,STUD46031,240,502,PAID,MONEY
21085,2024-07-31 17:52:01.721510+00:00,2024-08-01 14:17:44.573599+00:00,STUD83745,240,885,PAID,MONEY
21084,2024-07-31 17:37:45.602332+00:00,2024-08-01 14:00:11.415078+00:00,STUD97235,None,0,CANCELLED,MONEY
21083,2024-07-31 17:31:56.288132+00:00,2024-08-01 14:17:44.660981+00:00,STUD93668,240,562,PAID,MONEY
21082,2024-07-31 17:29:22.016896+00:00,2024-08-01 14:17:44.739887+00:00,STUD62650,240,508,PAID,MONEY
21081,2024-07-31 17:25:20.122091+00:00,2024-08-01 14:03:01.565807+00:00,STUD33863,None,0,CANCELLED,MONEY
21080,2024-07-31 16:57:46.117237+00:00,2024-08-01 14:17:44.818159+00:00,STUD70193,240,502,PAID,MONEY
21079,2024-07-31 16:48:38.934328+00:00,2024-08-01 14:17:44.897690+00:00,STUD64009,240,502,PAID,MONEY
21078,2024-07-31 16:48:03.596541+00:00,2024-08-01 13:51:11.455196+00:00,STUD53975,None,0,CANCELLED,MONEY
21077,2024-07-31 16:43:00.041397+00:00,2024-08-01 14:17:44.979063+00:00,STUD11906,240,503,PAID,MONEY
21076,2024-07-31 16:27:00.677488+00:00,2024-08-01 14:17:45.059374+00:00,STUD65093,240,502,PAID,MONEY
21075,2024-07-31 16:19:50.114190+00:00,2024-08-01 14:17:45.139806+00:00,STUD20297,240,501,PAID,MONEY
21074,2024-07-31 16:10:03.130759+00:00,2024-08-01 14:17:45.220547+00:00,STUD78630,240,516,PAID,MONEY
21073,2024-07-31 15:59:31.278693+00:00,2024-08-01 13:57:25.141978+00:00,STUD61935,None,0,CANCELLED,MONEY
21072,2024-07-31 15:57:30.017776+00:00,2024-08-01 14:17:45.307767+00:00,STUD60761,240,500,PAID,MONEY
21071,2024-07-31 15:48:30.208388+00:00,2024-08-01 13:52:48.928439+00:00,STUD1480,None,0,CANCELLED,MONEY
21070,2024-07-31 15:44:13.938044+00:00,2024-08-01 14:17:45.388347+00:00,STUD82761,240,507,PAID,MONEY
21069,2024-07-31 15:25:11.302586+00:00,2024-08-01 14:17:45.540769+00:00,STUD84061,240,502,PAID,MONEY
21068,2024-07-31 14:52:15.482296+00:00,2024-08-01 14:17:45.630042+00:00,STUD27125,240,501,PAID,MONEY
21067,2024-07-31 14:23:05.760598+00:00,2024-08-01 14:17:45.718977+00:00,STUD79328,240,500,PAID,MONEY
21066,2024-07-31 14:00:46.004995+00:00,2024-08-01 14:17:45.795221+00:00,STUD15096,240,503,PAID,MONEY
21065,2024-07-31 13:02:15.195115+00:00,2024-08-01 14:17:45.876966+00:00,STUD90384,240,510,PAID,MONEY
21064,2024-07-31 10:15:21.665596+00:00,2024-08-01 14:17:45.956232+00:00,STUD31941,240,630,PAID,MONEY
21063,2024-07-31 09:57:39.996633+00:00,2024-08-01 13:49:35.490673+00:00,STUD24133,None,0,CANCELLED,MONEY
21062,2024-07-31 09:50:58.773492+00:00,2024-08-01 14:17:46.036994+00:00,STUD93118,240,526,PAID,MONEY
21061,2024-07-31 08:25:48.304413+00:00,2024-08-01 14:17:46.119761+00:00,STUD45507,240,3060,PAID,MONEY
21060,2024-07-30 18:46:31.730387+00:00,2024-08-01 14:17:46.242052+00:00,STUD80012,240,870,PAID,MONEY
21059,2024-07-30 18:06:03.364192+00:00,2024-08-01 13:51:14.402458+00:00,STUD17893,None,0,CANCELLED,MONEY
21058,2024-07-30 17:15:28.008668+00:00,2024-08-01 14:17:46.325660+00:00,STUD90747,240,1303,PAID,MONEY
21057,2024-07-30 16:49:57.022640+00:00,2024-08-01 14:03:01.960807+00:00,STUD37977,None,0,CANCELLED,MONEY
21056,2024-07-30 16:16:10.965808+00:00,2024-08-01 14:17:46.412051+00:00,STUD34542,240,524,PAID,MONEY
21055,2024-07-30 15:59:29.830505+00:00,2024-08-01 14:17:46.489399+00:00,STUD2360,240,648,PAID,MONEY
21054,2024-07-30 13:53:49.524227+00:00,2024-08-01 14:17:46.577277+00:00,STUD3735,240,504,PAID,MONEY
21053,2024-07-30 12:14:10.673643+00:00,2024-08-01 14:17:46.658630+00:00,STUD90057,240,558,PAID,MONEY
21052,2024-07-30 11:24:43.786066+00:00,2024-08-01 14:17:46.739012+00:00,STUD16105,240,503,PAID,MONEY
21051,2024-07-30 11:23:44.988346+00:00,2024-08-01 14:17:46.837309+00:00,STUD67514,240,506,PAID,MONEY
21050,2024-07-30 11:07:43.685914+00:00,2024-08-01 14:17:46.919232+00:00,STUD19053,240,1914,PAID,MONEY
21049,2024-07-30 10:57:23.312494+00:00,2024-08-01 14:17:46.998847+00:00,STUD36532,240,503,PAID,MONEY
21048,2024-07-30 10:39:19.876960+00:00,2024-08-01 14:17:47.079654+00:00,STUD20055,240,504,PAID,MONEY
21047,2024-07-30 10:29:24.710362+00:00,2024-08-01 14:17:47.168503+00:00,STUD53464,240,507,PAID,MONEY
21046,2024-07-30 10:28:55.640710+00:00,2024-08-01 14:17:47.254079+00:00,STUD10749,240,506,PAID,MONEY
21045,2024-07-30 09:45:41.435457+00:00,2024-08-01 13:57:29.929233+00:00,STUD9652,None,0,CANCELLED,MONEY
21044,2024-07-30 09:22:06.997290+00:00,2024-08-01 13:51:17.960903+00:00,STUD29553,None,0,CANCELLED,MONEY
21043,2024-07-30 09:06:39.727204+00:00,2024-08-01 14:17:47.331017+00:00,STUD95548,240,506,PAID,MONEY
21042,2024-07-30 07:01:31.457632+00:00,2024-11-29 01:15:42.548608+00:00,#N/A,None,0,CANCELLED,MONEY
21041,2024-07-29 21:03:49.121896+00:00,2024-08-01 14:17:47.415126+00:00,STUD80048,240,504,PAID,MONEY
21040,2024-07-29 20:19:16.603376+00:00,2024-08-01 14:17:47.506326+00:00,STUD29400,240,508,PAID,MONEY
21039,2024-07-29 19:04:03.429354+00:00,2024-08-01 14:17:47.591645+00:00,STUD90426,240,512,PAID,MONEY
21038,2024-07-29 19:01:00.036566+00:00,2024-08-01 14:17:47.672836+00:00,STUD21955,240,501,PAID,MONEY
21037,2024-07-29 18:19:08.582513+00:00,2024-08-01 14:17:47.753108+00:00,STUD10488,240,504,PAID,MONEY
21036,2024-07-29 17:59:34.425163+00:00,2024-08-01 13:53:49.823459+00:00,STUD14241,None,0,CANCELLED,MONEY
21035,2024-07-29 17:34:50.707680+00:00,2024-08-01 13:53:53.007128+00:00,STUD76440,None,0,CANCELLED,MONEY
21034,2024-07-29 17:34:11.416931+00:00,2024-08-01 13:51:22.310709+00:00,STUD28725,None,0,CANCELLED,MONEY
21033,2024-07-29 17:31:54.340729+00:00,2024-08-01 14:17:47.835169+00:00,STUD29222,240,501,PAID,MONEY
21032,2024-07-29 16:38:11.594817+00:00,2024-08-01 14:17:47.914612+00:00,STUD30259,240,504,PAID,MONEY
21031,2024-07-29 16:34:24.832133+00:00,2024-08-01 14:17:47.991412+00:00,STUD13796,240,648,PAID,MONEY
21030,2024-07-29 16:28:04.177726+00:00,2024-08-01 14:17:48.078482+00:00,STUD92877,240,770,PAID,MONEY
21029,2024-07-29 14:55:10.430660+00:00,2024-08-01 14:17:48.161106+00:00,STUD43760,240,522,PAID,MONEY
21028,2024-07-29 14:42:34.072327+00:00,2024-08-01 14:17:48.242553+00:00,STUD53113,240,502,PAID,MONEY
21027,2024-07-29 14:16:08.579524+00:00,2024-08-01 14:17:48.319943+00:00,STUD19226,240,509,PAID,MONEY
21026,2024-07-29 14:11:20.698608+00:00,2024-08-01 14:17:48.405714+00:00,STUD90780,240,507,PAID,MONEY
21025,2024-07-29 14:03:58.039319+00:00,2024-08-01 14:17:48.489183+00:00,STUD37469,240,501,PAID,MONEY
21024,2024-07-29 13:57:17.256420+00:00,2024-08-01 14:17:48.567637+00:00,STUD69312,240,1392,PAID,MONEY
21023,2024-07-29 13:39:49.319420+00:00,2024-08-01 13:51:25.193850+00:00,STUD99783,None,0,CANCELLED,MONEY
21022,2024-07-29 13:27:29.438584+00:00,2024-08-01 14:17:48.651993+00:00,STUD14916,240,503,PAID,MONEY
21021,2024-07-29 12:48:03.703491+00:00,2024-08-01 14:17:48.728444+00:00,STUD61470,240,513,PAID,MONEY
21020,2024-07-29 12:24:02.324359+00:00,2024-08-01 14:17:48.802971+00:00,STUD38030,240,519,PAID,MONEY
21019,2024-07-29 12:21:11.134855+00:00,2024-08-01 14:17:48.882362+00:00,STUD64679,240,659,PAID,MONEY
21018,2024-07-29 12:14:17.898431+00:00,2024-08-01 14:17:48.963153+00:00,STUD3372,240,583,PAID,MONEY
21017,2024-07-29 12:12:43.083932+00:00,2024-08-01 14:17:49.044827+00:00,STUD86070,240,503,PAID,MONEY
21016,2024-07-29 12:11:13.096219+00:00,2024-08-01 14:17:49.129012+00:00,STUD24612,240,688,PAID,MONEY
21015,2024-07-29 11:57:57.314391+00:00,2024-08-01 14:17:49.216014+00:00,STUD40681,240,503,PAID,MONEY
21014,2024-07-29 11:53:06.963606+00:00,2024-08-01 13:51:28.556439+00:00,STUD18921,None,0,CANCELLED,MONEY
21013,2024-07-29 11:44:02.312696+00:00,2024-08-01 14:17:49.296633+00:00,STUD9083,240,502,PAID,MONEY
21012,2024-07-29 11:37:14.984210+00:00,2024-08-01 14:17:49.374615+00:00,STUD88568,240,502,PAID,MONEY
21011,2024-07-29 11:11:27.283766+00:00,2024-08-01 14:17:49.486516+00:00,STUD26731,240,506,PAID,MONEY
21010,2024-07-29 10:25:30.385523+00:00,2024-08-01 14:17:49.564137+00:00,STUD28141,240,505,PAID,MONEY
21009,2024-07-29 10:14:26.555196+00:00,2024-08-01 13:53:56.707620+00:00,STUD85019,None,0,CANCELLED,MONEY
21008,2024-07-29 09:49:41.937353+00:00,2024-08-01 14:17:49.651105+00:00,STUD56734,240,500,PAID,MONEY
21007,2024-07-29 09:38:41.926633+00:00,2024-08-01 14:17:49.734731+00:00,STUD24796,240,501,PAID,MONEY
21006,2024-07-29 08:21:38.094409+00:00,2024-08-01 14:17:49.820510+00:00,STUD67410,240,1001,PAID,MONEY
21005,2024-07-29 08:02:23.559711+00:00,2024-08-01 13:51:32.109668+00:00,STUD57398,None,0,CANCELLED,MONEY
21004,2024-07-29 07:44:00.941823+00:00,2024-08-01 14:17:49.899871+00:00,STUD64513,240,505,PAID,MONEY
21003,2024-07-29 07:08:19.968741+00:00,2024-08-01 14:17:49.978343+00:00,STUD79956,240,1010,PAID,MONEY
21002,2024-07-29 06:44:32.796776+00:00,2024-08-01 14:17:50.060402+00:00,STUD95746,240,502,PAID,MONEY
21001,2024-07-29 05:47:03.244285+00:00,2024-08-01 14:02:51.677572+00:00,STUD66446,None,0,CANCELLED,MONEY
21000,2024-07-29 04:48:24.920606+00:00,2024-08-01 14:17:50.143600+00:00,STUD66672,240,517,PAID,MONEY
20999,2024-07-29 00:29:34.578469+00:00,2024-08-01 14:17:50.221658+00:00,STUD29575,240,609,PAID,MONEY
20998,2024-07-28 21:58:36.293437+00:00,2024-08-01 13:57:36.471848+00:00,STUD70087,None,0,CANCELLED,MONEY
20997,2024-07-28 21:12:57.914397+00:00,2024-08-01 14:06:23.346720+00:00,STUD62352,None,0,CANCELLED,MONEY
20996,2024-07-28 20:17:20.196397+00:00,2024-08-01 14:08:06.231434+00:00,STUD31104,None,0,CANCELLED,MONEY
20995,2024-07-28 20:14:38.410497+00:00,2024-08-01 14:22:09.586269+00:00,STUD25481,None,519,PAID,MONEY
20994,2024-07-28 19:37:54.830101+00:00,2024-08-01 14:17:50.312357+00:00,STUD84323,240,517,PAID,MONEY
20993,2024-07-28 19:10:11.517069+00:00,2024-08-01 14:17:50.399108+00:00,STUD23266,240,508,PAID,MONEY
20992,2024-07-28 18:53:49.018292+00:00,2024-08-01 14:17:50.485297+00:00,STUD76017,240,502,PAID,MONEY
20991,2024-07-28 16:58:29.814249+00:00,2024-08-01 14:11:16.511601+00:00,STUD11228,None,0,CANCELLED,CHILDHOOD_HOME
20990,2024-07-28 16:12:14.526683+00:00,2024-08-01 14:17:50.588316+00:00,STUD74208,240,559,PAID,MONEY
20989,2024-07-28 16:00:01.210742+00:00,2024-08-01 14:17:50.666060+00:00,STUD76871,240,505,PAID,MONEY
20988,2024-07-28 15:03:25.687465+00:00,2024-08-01 13:51:35.971762+00:00,STUD70406,None,0,CANCELLED,MONEY
20987,2024-07-28 14:48:00.517136+00:00,2024-08-01 14:17:50.746701+00:00,STUD41063,240,501,PAID,MONEY
20986,2024-07-28 10:15:07.306327+00:00,2024-08-01 14:17:50.824880+00:00,STUD76931,240,506,PAID,MONEY
20985,2024-07-28 09:43:24.469276+00:00,2024-08-01 13:51:39.224769+00:00,STUD34552,None,0,CANCELLED,MONEY
20984,2024-07-28 09:37:32.811833+00:00,2024-08-01 14:17:50.904707+00:00,STUD59882,240,501,PAID,MONEY
20983,2024-07-28 09:34:27.037080+00:00,2024-08-01 13:51:43.047988+00:00,STUD65602,None,0,CANCELLED,MONEY
20982,2024-07-28 08:13:22.407304+00:00,2024-08-01 14:17:50.984009+00:00,STUD38211,240,635,PAID,MONEY
20981,2024-07-28 07:02:10.656241+00:00,2024-08-01 13:51:47.015547+00:00,STUD55829,None,0,CANCELLED,MONEY
20980,2024-07-28 06:42:47.449652+00:00,2025-02-10 09:28:48.987211+00:00,STUD21550,274,1039,PAID,HANDIPET
20979,2024-07-27 20:27:50.798453+00:00,2024-08-01 14:00:25.111890+00:00,STUD46550,None,0,CANCELLED,MONEY
20978,2024-07-27 19:55:48.445877+00:00,2024-08-01 14:17:51.071970+00:00,STUD75256,240,1112,PAID,MONEY
20977,2024-07-27 18:51:15.603331+00:00,2024-08-01 14:17:51.153635+00:00,STUD36368,240,504,PAID,MONEY
20976,2024-07-27 16:14:56.468153+00:00,2024-08-01 13:52:49.886386+00:00,STUD15408,None,0,CANCELLED,MONEY
20975,2024-07-27 16:04:12.279439+00:00,2024-08-01 13:59:54.081210+00:00,STUD90756,None,0,CANCELLED,MONEY
20974,2024-07-27 15:49:20.420916+00:00,2024-08-01 14:17:51.236082+00:00,STUD32877,240,501,PAID,MONEY
20973,2024-07-27 14:57:37.914255+00:00,2024-08-01 14:17:51.321252+00:00,STUD40883,240,511,PAID,MONEY
20972,2024-07-27 13:56:28.972428+00:00,2024-08-01 14:17:51.405301+00:00,STUD70160,240,1098,PAID,MONEY
20971,2024-07-27 13:55:49.818468+00:00,2024-08-01 14:01:21.989338+00:00,STUD56030,None,0,CANCELLED,MONEY
20970,2024-07-27 09:35:27.334147+00:00,2024-08-01 14:17:51.494793+00:00,STUD41576,240,557,PAID,MONEY
20969,2024-07-27 09:13:09.458891+00:00,2024-08-01 14:17:51.580455+00:00,STUD60447,240,1109,PAID,MONEY
20968,2024-07-27 08:40:56.809978+00:00,2024-08-01 14:17:51.665185+00:00,STUD39767,240,506,PAID,MONEY
20967,2024-07-27 07:34:23.802242+00:00,2024-08-01 14:17:51.781249+00:00,STUD88276,240,514,PAID,MONEY
20966,2024-07-27 06:58:56.762199+00:00,2024-08-01 14:17:51.862706+00:00,STUD88656,240,999,PAID,MONEY
20965,2024-07-27 06:06:52.099646+00:00,2025-02-10 09:28:49.007830+00:00,STUD64676,274,696,PAID,HANDIPET
20964,2024-07-27 05:30:41.141454+00:00,2024-08-01 14:17:51.953636+00:00,STUD89815,240,504,PAID,MONEY
20963,2024-07-27 05:00:56.756480+00:00,2024-08-01 13:54:02.352408+00:00,STUD14514,None,0,CANCELLED,MONEY
20962,2024-07-27 03:26:24.853724+00:00,2024-08-01 14:17:52.030844+00:00,STUD65143,240,502,PAID,MONEY
20961,2024-07-26 19:32:27.568615+00:00,2024-08-01 13:51:49.841095+00:00,STUD98257,None,0,CANCELLED,MONEY
20960,2024-07-26 17:29:02.432058+00:00,2024-08-01 13:55:15.216711+00:00,STUD68762,None,0,CANCELLED,MONEY
20959,2024-07-26 17:28:18.557176+00:00,2024-08-01 14:02:52.133365+00:00,STUD27433,None,0,CANCELLED,MONEY
20958,2024-07-26 16:44:48.175235+00:00,2024-08-01 14:17:52.115129+00:00,STUD26229,240,1021,PAID,MONEY
20957,2024-07-26 16:02:55.800675+00:00,2024-08-01 14:17:52.281388+00:00,STUD36868,240,502,PAID,MONEY
20956,2024-07-26 15:45:30.278853+00:00,2024-08-01 14:17:52.395253+00:00,STUD56711,240,514,PAID,MONEY
20955,2024-07-26 15:13:31.411724+00:00,2024-08-01 14:17:52.473193+00:00,STUD50202,240,503,PAID,MONEY
20954,2024-07-26 15:12:01.861172+00:00,2024-08-01 14:17:52.557945+00:00,STUD47408,240,501,PAID,MONEY
20953,2024-07-26 15:01:16.480144+00:00,2024-08-01 14:17:52.641474+00:00,STUD75114,240,512,PAID,MONEY
20952,2024-07-26 14:39:28.374267+00:00,2024-08-01 13:52:53.479332+00:00,STUD24998,None,0,CANCELLED,MONEY
20951,2024-07-26 14:28:13.829736+00:00,2024-08-01 14:17:52.722218+00:00,STUD82669,240,584,PAID,MONEY
20950,2024-07-26 14:20:03.824918+00:00,2024-08-01 14:17:52.805776+00:00,STUD22171,240,614,PAID,MONEY
20949,2024-07-26 14:13:15.888793+00:00,2024-08-01 13:51:53.194792+00:00,STUD3928,None,0,CANCELLED,MONEY
20948,2024-07-26 14:13:15.318595+00:00,2024-08-01 14:17:52.894913+00:00,STUD9461,240,505,PAID,MONEY
20947,2024-07-26 14:00:39.785645+00:00,2024-08-01 14:17:52.978128+00:00,STUD18488,240,511,PAID,MONEY
20946,2024-07-26 13:46:05.899209+00:00,2024-08-01 14:17:53.061178+00:00,STUD65691,240,500,PAID,MONEY
20945,2024-07-26 13:44:08.277587+00:00,2024-08-01 14:17:53.144422+00:00,STUD34781,240,511,PAID,MONEY
20944,2024-07-26 13:39:04.801601+00:00,2024-08-01 14:17:53.239278+00:00,STUD43116,240,501,PAID,MONEY
20943,2024-07-26 13:23:57.686548+00:00,2024-08-01 13:52:57.643802+00:00,STUD19452,None,0,CANCELLED,MONEY
20942,2024-07-26 13:14:38.979800+00:00,2024-08-01 14:17:53.323967+00:00,STUD34505,240,515,PAID,MONEY
20941,2024-07-26 13:08:31.142910+00:00,2025-02-10 09:28:49.027098+00:00,STUD17873,274,508,PAID,HANDIPET
20940,2024-07-26 10:52:26.721976+00:00,2024-08-01 14:17:53.411284+00:00,STUD28966,240,500,PAID,MONEY
20939,2024-07-26 10:46:19.826980+00:00,2024-08-01 14:17:53.523209+00:00,STUD86665,240,502,PAID,MONEY
20938,2024-07-26 09:38:14.211400+00:00,2024-08-01 14:17:53.608915+00:00,STUD95086,240,527,PAID,MONEY
20937,2024-07-26 09:09:02.512454+00:00,2024-08-01 14:17:53.687745+00:00,STUD46252,240,505,PAID,MONEY
20936,2024-07-26 08:01:54.739338+00:00,2024-08-01 14:17:53.773200+00:00,STUD79285,240,530,PAID,MONEY
20935,2024-07-26 05:50:44.952570+00:00,2024-08-01 14:17:53.864962+00:00,STUD98633,240,510,PAID,MONEY
20934,2024-07-25 22:30:43.748937+00:00,2024-08-01 13:53:04.590052+00:00,STUD61093,None,0,CANCELLED,MONEY
20933,2024-07-25 20:46:56.576373+00:00,2024-08-01 13:59:57.435331+00:00,STUD24188,None,0,CANCELLED,MONEY
20932,2024-07-25 20:29:28.083542+00:00,2024-08-01 13:51:56.747604+00:00,STUD42695,None,0,CANCELLED,MONEY
20931,2024-07-25 18:56:16.119623+00:00,2024-08-01 14:17:53.951472+00:00,STUD17527,240,548,PAID,MONEY
20930,2024-07-25 17:53:44.856481+00:00,2024-08-01 14:00:01.709352+00:00,STUD33749,None,0,CANCELLED,MONEY
20929,2024-07-25 16:13:06.564084+00:00,2024-09-12 05:53:44.584882+00:00,STUD86728,247,791,PAID,MONEY
20928,2024-07-25 15:02:38.071132+00:00,2024-08-01 13:52:00.555590+00:00,STUD58516,None,0,CANCELLED,MONEY
20927,2024-07-25 13:28:01.228840+00:00,2024-08-01 13:53:08.172269+00:00,STUD44639,None,0,CANCELLED,MONEY
20926,2024-07-25 13:09:23.758431+00:00,2024-08-01 13:53:11.570299+00:00,STUD16258,None,0,CANCELLED,MONEY
