iter	Accuracy	CrossEntropy
879	0.9960721559	0.06975514312
880	0.9961303462	0.06968452946
881	0.9961012511	0.0695805782
882	0.9961012511	0.06944832987
883	0.9961012511	0.06934320689
884	0.9961303462	0.06926261679
885	0.9961303462	0.06910939837
886	0.9961594414	0.06900561995
887	0.9961594414	0.06889125125
888	0.9961885365	0.0687723192
889	0.9961885365	0.06864829168
890	0.9962758219	0.06849379988
891	0.9962758219	0.06842294384
892	0.9962758219	0.06832433321
893	0.9962758219	0.06818412945
894	0.9963340122	0.06806345528
895	0.9963340122	0.06795223702
896	0.9963631074	0.0678524831
897	0.9964212976	0.06772054351
898	0.9964794879	0.06762347061
899	0.9964794879	0.06752820481
900	0.9965085831	0.06740251585
901	0.9964794879	0.0673342131
902	0.9965376782	0.06722676574
903	0.9965667733	0.06714892687
904	0.9965667733	0.06703230004
905	0.9965958685	0.06693522838
906	0.9966249636	0.06683572109
907	0.9965376782	0.06673915118
908	0.9965376782	0.06665808295
909	0.9966249636	0.06654486353
910	0.9966249636	0.06650238795
911	0.9965958685	0.06638452686
912	0.9965958685	0.06628273038
913	0.9967122491	0.06617546124
914	0.9967122491	0.0660696736
915	0.9967704393	0.06597071708
916	0.9967413442	0.06588980201
917	0.9966831539	0.06575443069
918	0.9966831539	0.06570472945
919	0.9967413442	0.06560577736
920	0.9967413442	0.06551527808
921	0.9967413442	0.06542437591
922	0.9967995345	0.0653305907
923	0.9968286296	0.06523096522
924	0.9967413442	0.06513788337
925	0.9967413442	0.06510486862
926	0.9967413442	0.06502199809
927	0.9968286296	0.0648828291
928	0.9968868199	0.06474908305
929	0.9968577248	0.06463783676
930	0.996915915	0.06452377681
931	0.9970032005	0.06439413803
932	0.9970322956	0.06432255758
933	0.9970613907	0.06425310456
934	0.9970613907	0.06421252607
935	0.9970613907	0.06409602937
936	0.9970322956	0.06397912949
937	0.9970322956	0.06392672809
938	0.9970032005	0.06386798356
939	0.9970032005	0.06377547206
940	0.9970032005	0.0636734809
941	0.9970032005	0.06357603877
942	0.9970904859	0.06348414454
943	0.997119581	0.06338361178
944	0.9971486762	0.06325801759
945	0.9971777713	0.06315795701
946	0.9971777713	0.06308803608
947	0.9972650567	0.06298317793
948	0.9971777713	0.06287671662
949	0.9971777713	0.06276276442
950	0.9972068665	0.06265867534
951	0.9972068665	0.06257534398
952	0.9972650567	0.06251485087
953	0.9972941519	0.06247623796
954	0.9972941519	0.06236599634
955	0.997323247	0.06229225469
956	0.9972941519	0.06217969814
957	0.9972941519	0.06207676816
958	0.9973523422	0.06202061485
959	0.9974105324	0.06192370523
960	0.997526913	0.06178995225
961	0.997526913	0.06170093228
962	0.997526913	0.0616172056
963	0.997526913	0.06158343329
964	0.9975560081	0.06149773647
965	0.997526913	0.0614225048
966	0.997526913	0.06134635214
967	0.9975560081	0.06126076813
968	0.9975851033	0.06116629051
969	0.9976141984	0.06111262176
970	0.9976141984	0.06099052746
971	0.9976723887	0.0608799353
972	0.9976723887	0.06079058357
973	0.9976723887	0.06073495592
974	0.9977014839	0.0606531883
975	0.9977014839	0.06056198918
976	0.997730579	0.0605232121
977	0.997730579	0.0604202109
978	0.997730579	0.06037158005
979	0.9977596741	0.0602987837
980	0.9978178644	0.06021167438
981	0.9977887693	0.06012656975
982	0.9977596741	0.06004327579
983	0.9977887693	0.05995796538
984	0.9977887693	0.05989833923
985	0.9978178644	0.05982504558
986	0.9978178644	0.05974823489
987	0.9978760547	0.05965351267
988	0.9978760547	0.05951579609
989	0.997934245	0.05942216794
990	0.997934245	0.05934709532
991	0.997934245	0.0592480817
992	0.997934245	0.05913348983
993	0.9979633401	0.05900046656
994	0.9979633401	0.05894181683
995	0.9979924353	0.05890678344
996	0.9979924353	0.05883523182
997	0.9980215304	0.05871856135
998	0.9980506255	0.05864045426
999	0.9980797207	0.05854312151
1000	0.998137911	0.0584441787
1001	0.998137911	0.05837504859
1002	0.998137911	0.05828316429
1003	0.998137911	0.05822765666
1004	0.998137911	0.05816529219
1005	0.998137911	0.05809013046
1006	0.998137911	0.05801004026
1007	0.9981088158	0.05789700337
1008	0.9981088158	0.05783024684
1009	0.998137911	0.05775176782
1010	0.998137911	0.05767807255
1011	0.9981961013	0.05755915812
1012	0.9982542915	0.05746374184
1013	0.9982542915	0.05736688824
1014	0.9982833867	0.05727195898
1015	0.9982833867	0.05721043013
1016	0.9983124818	0.05711942561
1017	0.9983124818	0.05704938718
1018	0.998341577	0.05691652453
1019	0.9983706721	0.05683636679
1020	0.9983706721	0.05676094934
1021	0.998341577	0.05666560799
1022	0.9983706721	0.0566129386
1023	0.998341577	0.05652143379
1024	0.9984288624	0.05643858434
1025	0.9984288624	0.05634605373
1026	0.9984870527	0.05624625216
1027	0.9984870527	0.05613780172
1028	0.9985161478	0.05603834754
1029	0.9985161478	0.05595153789
1030	0.9985452429	0.05587449893
1031	0.9985452429	0.05579306916
1032	0.9985452429	0.05568246217
1033	0.9985452429	0.05561394082
1034	0.9985452429	0.05553298697
1035	0.9985452429	0.0554888021
1036	0.9985452429	0.0554395871
1037	0.9985452429	0.05538714888
1038	0.9985161478	0.05533031825
1039	0.9985161478	0.05527309562
1040	0.9985161478	0.05520692734
1041	0.9985452429	0.0551286632
1042	0.9985452429	0.05502729023
1043	0.9985452429	0.05497812962
1044	0.9986616235	0.05489426963
1045	0.9986907186	0.05484882961
1046	0.9986325284	0.05473867684
1047	0.9986907186	0.05464712869
1048	0.9987198138	0.05456112106
1049	0.9986907186	0.05451340134
1050	0.9986907186	0.0544396828
1051	0.9986907186	0.05435052384
1052	0.9986907186	0.05430221756
1053	0.9987198138	0.05419634527
1054	0.9987198138	0.0541053527
1055	0.9987780041	0.05406096648
1056	0.9987780041	0.05401224082
1057	0.9987780041	0.05392142396
1058	0.9987780041	0.05386715507
1059	0.9988070992	0.05382062118
1060	0.9988361944	0.05372180016
1061	0.9988361944	0.05365375543
1062	0.9988361944	0.05357186751
1063	0.9988652895	0.05349169609
1064	0.9988943846	0.05343892694
1065	0.9988943846	0.05334932557
1066	0.9988943846	0.05325515992
1067	0.9988652895	0.05316675569
1068	0.9988652895	0.05310974445
1069	0.9988943846	0.0530210621
1070	0.9988943846	0.05293900771
1071	0.9988943846	0.05285593108
1072	0.9988943846	0.05279868617
1073	0.9988943846	0.05271419764
1074	0.9989525749	0.05261156995
1075	0.9989525749	0.05251979713
1076	0.9989525749	0.05245495868
1077	0.9989525749	0.05237978867
1078	0.9989816701	0.05229865418
1079	0.9989816701	0.05224317928
1080	0.9990107652	0.05214443978
1081	0.9990107652	0.05206233631
1082	0.9990107652	0.0519828739
1083	0.9990107652	0.05189103627
1084	0.9990107652	0.05180146729
1085	0.9990398603	0.05171399781
1086	0.9990398603	0.05165546048
1087	0.9990398603	0.05159188436
1088	0.9990398603	0.0515265991
1089	0.9990398603	0.05147254204
1090	0.9990398603	0.05141087198
1091	0.9990398603	0.05133027889
1092	0.9990398603	0.0512593145
1093	0.9990398603	0.05121715563
1094	0.9990689555	0.05111140675
1095	0.9990689555	0.05104221316
1096	0.9990398603	0.05096865524
1097	0.9990398603	0.05089995412
1098	0.9990398603	0.05083525603
1099	0.9990398603	0.05078431844
1100	0.9990398603	0.05068058084
1101	0.9990689555	0.05055657669
1102	0.9990980506	0.0504798669
1103	0.9990980506	0.05039695
1104	0.9990980506	0.05034690119
1105	0.9991271458	0.05031557649
1106	0.9991271458	0.05025215841
1107	0.999185336	0.05020247657
1108	0.9991562409	0.05014815631
1109	0.9991562409	0.05008970041
1110	0.9991271458	0.0500308362
1111	0.9991271458	0.04996927451
1112	0.9991271458	0.04992200892
1113	0.999185336	0.04980793212
1114	0.9991562409	0.04973949292
1115	0.999185336	0.04963310538
1116	0.999185336	0.04957149795
1117	0.9991562409	0.04949923032
1118	0.999185336	0.04944365687
1119	0.999185336	0.04938854254
1120	0.999185336	0.04931710211
1121	0.999185336	0.04923460627
1122	0.999185336	0.04918589599
1123	0.999185336	0.04909140543
1124	0.9992144312	0.04904997961
1125	0.9992144312	0.04900351224
1126	0.9992144312	0.04892329272
1127	0.9992144312	0.04881815544
1128	0.9992144312	0.04876996124
1129	0.9992144312	0.04871422164
1130	0.9992144312	0.0486562954
1131	0.9992144312	0.0486092509
1132	0.9992144312	0.04856828554
1133	0.9992144312	0.04851177243
1134	0.9992144312	0.04845369563
1135	0.9992144312	0.04839915404
1136	0.9992144312	0.04832547454
1137	0.9992144312	0.04827842054
1138	0.9992144312	0.04820114759
1139	0.9992144312	0.04813921382
1140	0.9992144312	0.04812087809
1141	0.9992144312	0.04804736327
1142	0.9992144312	0.04797535377
1143	0.9992144312	0.04791501091
1144	0.9992144312	0.04787667149
1145	0.9992144312	0.04779848821
1146	0.9992144312	0.04776158529
1147	0.9992435263	0.04770375487
1148	0.9992726215	0.04764971166
1149	0.9992726215	0.0475972971
1150	0.9992726215	0.04753116622
1151	0.9992726215	0.04745833998
1152	0.9992726215	0.04737313925
1153	0.9992726215	0.04728930264
1154	0.9992726215	0.04722534688
1155	0.9992726215	0.04716277732
1156	0.9992726215	0.04710497464
1157	0.9992726215	0.04708153367
1158	0.9992726215	0.04700563168
1159	0.9992726215	0.04695325174
1160	0.9992726215	0.04688439383
1161	0.9992726215	0.04684445473
1162	0.9992726215	0.04678534505
1163	0.9992726215	0.04673103758
1164	0.9992726215	0.04665099547
1165	0.9993017166	0.046598703
1166	0.9993017166	0.04653413126
1167	0.9993308118	0.04647827693
1168	0.9993308118	0.04641920091
1169	0.9993308118	0.04635154034
1170	0.9993308118	0.04625260808
1171	0.9993308118	0.04621065276
1172	0.9993599069	0.04616370221
1173	0.999389002	0.04608244384
1174	0.999389002	0.04597426496
1175	0.9994180972	0.04589648444
1176	0.9994180972	0.04582970453
1177	0.9994180972	0.04576328782
1178	0.9994471923	0.04567030038
1179	0.9994471923	0.04561986608
1180	0.9994471923	0.0455894302
1181	0.9994180972	0.04552428038
1182	0.9994180972	0.04543958946
1183	0.9994471923	0.04539526629
1184	0.9994471923	0.04534109767
1185	0.9994762875	0.04525535416
1186	0.9994762875	0.04520566445
1187	0.9994762875	0.04515371142
1188	0.9994762875	0.04507448567
1189	0.9994762875	0.04501112037
1190	0.9994762875	0.04496277466
1191	0.9994762875	0.04489803253
1192	0.9994762875	0.04481387579
1193	0.9994762875	0.04477027022
1194	0.9994762875	0.04471357217
1195	0.9994762875	0.04464579353
1196	0.9995053826	0.04457767007
1197	0.9995053826	0.0444967911
1198	0.9995053826	0.04442290324
1199	0.9995344777	0.04434321746
1200	0.9995344777	0.04426702153
1201	0.9995344777	0.04419497201
1202	0.9995344777	0.04417061276
1203	0.9995344777	0.04407538803
1204	0.9995344777	0.04403506891
1205	0.9995344777	0.04399365393
1206	0.9995344777	0.04392488106
1207	0.9995344777	0.04388115731
1208	0.9995344777	0.0438426817
1209	0.9995344777	0.04378839022
1210	0.9995344777	0.04375170355
1211	0.9995344777	0.04370552475
1212	0.9995344777	0.0436768636
1213	0.9995344777	0.04364481097
1214	0.9995344777	0.04360519706
1215	0.9995344777	0.04353250538
1216	0.9995344777	0.04347462815
1217	0.9995635729	0.04344007445
1218	0.9995344777	0.04338652504
1219	0.999592668	0.04335602098
1220	0.9995635729	0.04329699041
1221	0.9995344777	0.04322388737
1222	0.9995635729	0.04317590191
1223	0.9996217632	0.04312528231
1224	0.9996217632	0.04303934963
1225	0.9996217632	0.0429867508
1226	0.9996217632	0.04294973609
1227	0.9996217632	0.04290643659
1228	0.9996217632	0.04283753423
1229	0.9996217632	0.04279125013
1230	0.9996217632	0.04274272331
1231	0.9996217632	0.04268198186
1232	0.9996217632	0.04263230911
1233	0.9996217632	0.04257580308
1234	0.9996217632	0.04249094632
1235	0.9996217632	0.04244003381
1236	0.9996217632	0.04236947594
1237	0.9996217632	0.04230239084
1238	0.9996217632	0.04226000879
1239	0.9996217632	0.04221595439
1240	0.9996217632	0.04216260176
1241	0.9996508583	0.04211935138
1242	0.9996508583	0.04202470693
1243	0.9996799534	0.04194531965
1244	0.9996799534	0.04188942069
1245	0.9996799534	0.04183441103
1246	0.9996799534	0.04176684844
1247	0.9996799534	0.04173143248
1248	0.9996799534	0.04169046788
1249	0.9996799534	0.04162749028
1250	0.9996799534	0.04159147333
1251	0.9996799534	0.04155744396
1252	0.9996799534	0.04151525922
1253	0.9996799534	0.04145939119
1254	0.9996799534	0.04141887202
1255	0.9996799534	0.04136378628
1256	0.9996799534	0.04129814163
1257	0.9996799534	0.04123194656
1258	0.9996799534	0.04119435654
1259	0.9996799534	0.04115910555
1260	0.9996799534	0.04110542301
1261	0.9997090486	0.04105150604
1262	0.9997090486	0.04097905815
1263	0.9997381437	0.04091039981
1264	0.9997381437	0.04085183897
1265	0.9997381437	0.04081234274
1266	0.9997381437	0.04076367717
1267	0.9997381437	0.04069012857
1268	0.9997381437	0.04064597978
1269	0.9997381437	0.04060483024
1270	0.9997381437	0.04057042
1271	0.9997381437	0.04054464306
1272	0.9997381437	0.04049706875
1273	0.9997381437	0.0404177966
1274	0.9997381437	0.04035823345
1275	0.9997381437	0.04030076517
1276	0.9997381437	0.04026973841
1277	0.9997672389	0.04022278746
1278	0.9997672389	0.04016892034
1279	0.9997672389	0.04013222957
1280	0.9997672389	0.04009765877
1281	0.9997672389	0.04003285005
1282	0.9997381437	0.03999529925
1283	0.9997381437	0.03992813312
1284	0.9997381437	0.03985443425
1285	0.9997381437	0.03981120777
1286	0.9997381437	0.03977364969
1287	0.9997381437	0.0397313753
1288	0.9997672389	0.03967158995
1289	0.9997672389	0.03960051704
1290	0.9997672389	0.03952851567
1291	0.9997672389	0.03947853164
1292	0.999796334	0.03941701494
1293	0.999796334	0.03936924988
1294	0.999796334	0.03933316713
1295	0.9997672389	0.03928050127
1296	0.999796334	0.0391978717
1297	0.999796334	0.03913039714
1298	0.999796334	0.03910765916
1299	0.999796334	0.03903440888
1300	0.999796334	0.03898477123
1301	0.999796334	0.03892158588
1302	0.999796334	0.03888728214
1303	0.999796334	0.03882374293
1304	0.999796334	0.03879698253
1305	0.999796334	0.03873607606
1306	0.999796334	0.03868451614
1307	0.999796334	0.03864641718
1308	0.999796334	0.03857376667
1309	0.999796334	0.03853539392
1310	0.999796334	0.03850352262
1311	0.999796334	0.03843020179
1312	0.9998254292	0.03840137656
1313	0.999796334	0.03835483324
1314	0.999796334	0.03830883495
1315	0.999796334	0.03825769965
1316	0.9998254292	0.03821726785
1317	0.9998254292	0.03816436771
1318	0.9998254292	0.03811479535
1319	0.9998254292	0.03807158768
1320	0.9998254292	0.0380307802
1321	0.9998254292	0.03800356034
1322	0.9998254292	0.03796288347
1323	0.9998254292	0.03790044366
1324	0.9998254292	0.03785560531
1325	0.9998254292	0.03781762316
1326	0.9998254292	0.03778270903
1327	0.9998254292	0.0377419756
1328	0.9998254292	0.03771802685
1329	0.9998254292	0.03768379599
1330	0.9998254292	0.03766183388
1331	0.9998254292	0.03760735085
1332	0.9998254292	0.03753658063
1333	0.9998254292	0.03749254164
1334	0.9998254292	0.03743372718
1335	0.9998254292	0.0373925996
1336	0.9998254292	0.03731904935
1337	0.9998254292	0.03724241456
1338	0.9998254292	0.03718636265
1339	0.9998254292	0.03713339435
1340	0.9998254292	0.03709034688
1341	0.9998254292	0.03702966629
1342	0.9998254292	0.03697890669
1343	0.9998254292	0.03695661917
1344	0.9998254292	0.03691023278
1345	0.9998254292	0.03687598648
1346	0.9998254292	0.03682114046
1347	0.9998254292	0.03676728528
1348	0.9998254292	0.0367348513
1349	0.9998254292	0.03667698399
1350	0.9998254292	0.03662839413
1351	0.9998254292	0.03659719345
1352	0.9998254292	0.03655984683
1353	0.9998254292	0.03652130277
1354	0.9998254292	0.03646573201
1355	0.9998254292	0.03641354563
1356	0.9998254292	0.03638444689
1357	0.9998254292	0.03632590323
1358	0.9998254292	0.03627297859
1359	0.9998254292	0.03625210072
1360	0.9998254292	0.03620323758
1361	0.9998254292	0.03616338072
1362	0.9998254292	0.03610830611
1363	0.9998254292	0.03607040038
1364	0.9998254292	0.03602415096
1365	0.9998254292	0.03599271267
1366	0.9998254292	0.0359475826
1367	0.9998254292	0.0359184991
1368	0.9998254292	0.03585817379
1369	0.9998254292	0.03582470644
1370	0.9998254292	0.03576995151
1371	0.9998254292	0.03573373817
1372	0.9998254292	0.03571104555
1373	0.9998254292	0.03567211326
1374	0.9998254292	0.035625867
1375	0.9998545243	0.03559677643
1376	0.9998545243	0.03555631252
1377	0.9998545243	0.03549904539
1378	0.9999127146	0.0354488646
1379	0.9999127146	0.03540402124
1380	0.9999127146	0.03537190669
1381	0.9999127146	0.0353398397
1382	0.9999127146	0.03530546991
1383	0.9999127146	0.03525050618
1384	0.9999127146	0.03521273484
1385	0.9999127146	0.03516515387
1386	0.9999127146	0.03511135667
1387	0.9999127146	0.03505851757
1388	0.9999127146	0.03502436918
1389	0.9999127146	0.03495978301
1390	0.9999127146	0.03492021634
1391	0.9999127146	0.03488953439
1392	0.9999127146	0.03482045382
1393	0.9999127146	0.03477308361
1394	0.9999127146	0.03470997228
1395	0.9999127146	0.0346765409
1396	0.9999127146	0.03464024232
1397	0.9999127146	0.03459253035
1398	0.9999127146	0.03455724373
1399	0.9999127146	0.03450760649
1400	0.9999127146	0.03446550076
1401	0.9999127146	0.03442592738
1402	0.9999127146	0.03437735269
1403	0.9999127146	0.03432699119
1404	0.9999127146	0.03429909138
1405	0.9999127146	0.03426632392
1406	0.9999127146	0.0342299918
1407	0.9999127146	0.03415839159
1408	0.9999127146	0.03412089059
1409	0.9999127146	0.03409370242
1410	0.9999127146	0.0340556249
1411	0.9999127146	0.03402445634
1412	0.9999127146	0.03400342501
1413	0.9999127146	0.03395050183
1414	0.9999127146	0.03391144366
1415	0.9999127146	0.03386424153
1416	0.9999127146	0.03381723928
1417	0.9999127146	0.03377354656
1418	0.9999127146	0.03370755879
1419	0.9999127146	0.03366976037
1420	0.9999127146	0.03362043094
1421	0.9999127146	0.03356997679
1422	0.9999127146	0.03353578864
1423	0.9999127146	0.03349236774
1424	0.9999127146	0.03345789068
1425	0.9999127146	0.03342542024
1426	0.9999127146	0.03338940389
1427	0.9999127146	0.03334332716
1428	0.9999127146	0.03329109925
1429	0.9999127146	0.0332594661
1430	0.9999127146	0.03322336993
1431	0.9999127146	0.03317226159
1432	0.9999127146	0.03312825934
1433	0.9999127146	0.03309094992
1434	0.9999127146	0.03306765378
1435	0.9999127146	0.03302256679
1436	0.9999127146	0.0329717176
1437	0.9999127146	0.03293146056
1438	0.9999127146	0.03291577485
1439	0.9999127146	0.03287828598
1440	0.9999127146	0.03284278998
1441	0.9999127146	0.03280833506
1442	0.9999127146	0.03275286889
1443	0.9999127146	0.03271556163
1444	0.9999127146	0.03267548372
1445	0.9999127146	0.03262159812
1446	0.9999127146	0.032569159
1447	0.9999127146	0.03254078399
1448	0.9999127146	0.03250827645
1449	0.9999127146	0.03247234448
1450	0.9999127146	0.03240536567
1451	0.9999127146	0.03237821255
1452	0.9999127146	0.03232731518
1453	0.9999127146	0.03231255557
1454	0.9999127146	0.03227480874
1455	0.9999127146	0.03223910533
1456	0.9999127146	0.0322128415
1457	0.9999127146	0.03215998723
1458	0.9999127146	0.03214633816
1459	0.9999127146	0.03211873458
1460	0.9999127146	0.03209772134
1461	0.9999127146	0.03205906792
1462	0.9999127146	0.03202218641
1463	0.9999127146	0.03197950358
1464	0.9999127146	0.03192654086
1465	0.9999127146	0.03187173044
1466	0.9999127146	0.03183339702
1467	0.9999127146	0.03177087943
1468	0.9999127146	0.03171887707
1469	0.9999127146	0.0316848153
1470	0.9999127146	0.03165116488
1471	0.9999127146	0.03162283547
1472	0.9999127146	0.03157183156
1473	0.9999127146	0.03154216515
1474	0.9999127146	0.03149888913
1475	0.9999127146	0.03147720898
1476	0.9999127146	0.03143971849
1477	0.9999127146	0.03140915626
1478	0.9999127146	0.03139051204
1479	0.9999127146	0.03134457533
1480	0.9999127146	0.03130794843
1481	0.9999127146	0.03127366281
1482	0.9999127146	0.03124240842
1483	0.9999127146	0.0312183845
1484	0.9999127146	0.03118833409
1485	0.9999127146	0.03116638404
1486	0.9999127146	0.03111945768
1487	0.9999127146	0.03106827012
1488	0.9999127146	0.03102812686
1489	0.9999127146	0.0310139441
1490	0.9999127146	0.03097711389
1491	0.9999127146	0.03094800073
1492	0.9999127146	0.03091862538
1493	0.9999127146	0.03088246574
1494	0.9999127146	0.03084100112
1495	0.9999127146	0.03081231245
1496	0.9999127146	0.0307731568
1497	0.9999127146	0.03075580662
1498	0.9999127146	0.03071784602
1499	0.9999127146	0.0306911572
